=== REPORTE VALIDACIONES ===
CÓDIGO: FAC-A-36128 -> VÁLIDO
CÓDIGO: ENV-2028-12-07-595556 -> VÁLIDO
CÓDIGO: FAC-E-979633 -> VÁLIDO
CÓDIGO: EMP-ADM-3067 -> VÁLIDO
CÓDIGO: ENV-2019-09-14-079590 -> VÁLIDO
CÓDIGO: FAC-A-097167 -> VÁLIDO
CÓDIGO: EMP-ADM-4471 -> VÁLIDO
CÓDIGO: EMP-ADM-93497 -> VÁLIDO
CÓDIGO: FAC-E-476648 -> VÁLIDO
CÓDIGO: EMP-VEN-7734 -> VÁLIDO
CÓDIGO: FAC-A-349659 -> VÁLIDO
CÓDIGO: ENV-2035-03-17-386019 -> VÁLIDO
CÓDIGO: FAC-C-3110793 -> VÁLIDO
CÓDIGO: ENV-2029-10-05-626252 -> VÁLIDO
CÓDIGO: EMP-LOG-6723 -> VÁLIDO
CÓDIGO: EMP-ADM-7679 -> VÁLIDO
CÓDIGO: FAC-D-168343 -> VÁLIDO
CÓDIGO: ELE-1632-FR -> VÁLIDO
CÓDIGO: ROB-6048-AR -> VÁLIDO
CÓDIGO: EMP-TEC-0122 -> VÁLIDO
CÓDIGO: FAC-E-475134 -> VÁLIDO
CÓDIGO: FAC-B-555189 -> VÁLIDO
CÓDIGO: EMP-VEN-1897 -> VÁLIDO
CÓDIGO: EMP-RHH-8710 -> VÁLIDO
CÓDIGO: ENV-2025-02-14-620821 -> VÁLIDO
CÓDIGO: MED-0561-US -> VÁLIDO
CÓDIGO: ENV-2021-02-19-492209 -> VÁLIDO
CÓDIGO: EMP-rhh-2354 -> VÁLIDO
CÓDIGO: EMP-ADM-730 -> VÁLIDO
CÓDIGO: AUT-9034-CO -> VÁLIDO
CÓDIGO: EMP-RHH-2655 -> VÁLIDO
CÓDIGO: ROB-7739-CA -> VÁLIDO
CÓDIGO: EMP-TEC-4761 -> VÁLIDO
CÓDIGO: FAC-B-245388 -> VÁLIDO
CÓDIGO: FAC-C-721711 -> VÁLIDO
CÓDIGO: ROB-2132-MX -> VÁLIDO
CÓDIGO: ALI-2481-US -> VÁLIDO
CÓDIGO: DEP-5366-US -> VÁLIDO
CÓDIGO: ELE-9360-BR -> VÁLIDO
CÓDIGO: EMP-LOG-3896 -> VÁLIDO
CÓDIGO: ENV-2028-08-08-076119 -> VÁLIDO
CÓDIGO: ROBE-4011-AR -> VÁLIDO
CÓDIGO: TEC-593-MX -> VÁLIDO
CÓDIGO: FAC-E-234840 -> VÁLIDO
CÓDIGO: ENV-2026-04-21-277303 -> VÁLIDO
CÓDIGO: ENV-2030-01-17-935442 -> VÁLIDO
CÓDIGO: FAC-A-2870847 -> VÁLIDO
CÓDIGO: HOG-4145-FR -> VÁLIDO
CÓDIGO: ROB-2435-BR -> VÁLIDO
CÓDIGO: FAC-B-138820 -> VÁLIDO
CÓDIGO: EMP-ADM-6471 -> VÁLIDO
CÓDIGO: ENV-2029-06-14-703474 -> VÁLIDO
CÓDIGO: HOG-87040-CO -> VÁLIDO
CÓDIGO: HOG-9433-ES -> VÁLIDO
CÓDIGO: EMP-TEC-0918 -> VÁLIDO
CÓDIGO: EMP-MKT-1994 -> VÁLIDO
CÓDIGO: EMP-VEN-6168 -> VÁLIDO
CÓDIGO: ENV-2020-04-12-194657 -> VÁLIDO
CÓDIGO: EMP-ADM-6425 -> VÁLIDO
CÓDIGO: FAC-A-770176 -> VÁLIDO
CÓDIGO: FAC-A-010818 -> VÁLIDO
CÓDIGO: ENV-2032-03-06-215611 -> VÁLIDO
CÓDIGO: ENV-2027-07-37-592713 -> VÁLIDO
CÓDIGO: MED-7920-MX -> VÁLIDO
CÓDIGO: ENV-2020-06-26-673432 -> VÁLIDO
CÓDIGO: HOG-4679-BR -> VÁLIDO
CÓDIGO: FAC-D-231445 -> VÁLIDO
CÓDIGO: TEC-8378-FR -> VÁLIDO
CÓDIGO: ENV-2027-14-05-754909 -> VÁLIDO
CÓDIGO: FAC-D-905276 -> VÁLIDO
CÓDIGO: INV-C-440028 -> VÁLIDO
CÓDIGO: ENV-2030-02-01-236678 -> VÁLIDO
CÓDIGO: FAC-E-164631 -> VÁLIDO
CÓDIGO: EMP-VEN-88217 -> VÁLIDO
CÓDIGO: ENV-2025-01-22-442089 -> VÁLIDO
CÓDIGO: EMP-LOG-6140 -> VÁLIDO
CÓDIGO: FAC-D-578292 -> VÁLIDO
CÓDIGO: FAC-A-960997 -> VÁLIDO
CÓDIGO: ENV-2026-09-19-016646 -> VÁLIDO
CÓDIGO: EMP-ADM-619 -> VÁLIDO
CÓDIGO: ENV-2028-07-10-596254 -> VÁLIDO
CÓDIGO: FAC-C-569012 -> VÁLIDO
CÓDIGO: FAC-D-303689 -> VÁLIDO
CÓDIGO: ENV-2020-03-33-068511 -> VÁLIDO
CÓDIGO: EMP-ADM-0527 -> VÁLIDO
CÓDIGO: FAC-A-92948 -> VÁLIDO
CÓDIGO: FAC-E-924081 -> VÁLIDO
CÓDIGO: ENV-2027-12-08-94046 -> VÁLIDO
CÓDIGO: EMP-ADM-8724 -> VÁLIDO
CÓDIGO: SHP-2025-05-26-855172 -> VÁLIDO
CÓDIGO: AUT-5515-BR -> VÁLIDO
CÓDIGO: FAC-C-842233 -> VÁLIDO
CÓDIGO: EMP-RHH-9272 -> VÁLIDO
CÓDIGO: HOG-5129-US -> VÁLIDO
CÓDIGO: EMP-VEN-2322 -> VÁLIDO
CÓDIGO: EMP-LOG-8996 -> VÁLIDO
CÓDIGO: ENV-2025-17-16-033403 -> VÁLIDO
CÓDIGO: ENV-2028-06-02-809070 -> VÁLIDO
CÓDIGO: FAC-a-862336 -> VÁLIDO
CÓDIGO: FAC-C-585330 -> VÁLIDO
CÓDIGO: ENV-2033-04-06-023552 -> VÁLIDO
CÓDIGO: HOG-9639-MXA -> VÁLIDO
CÓDIGO: HOG-2874-US -> VÁLIDO
CÓDIGO: ENV-2021-10-18-289291 -> VÁLIDO
CÓDIGO: EMP-RHH-7064 -> VÁLIDO
CÓDIGO: ENV-2022-17-07-303672 -> VÁLIDO
CÓDIGO: ENV-2030-11-27-146147 -> VÁLIDO
CÓDIGO: AUT-3642-AR -> VÁLIDO
CÓDIGO: ENV-2023-09-38-931303 -> VÁLIDO
CÓDIGO: ENV-2025-07-19-246713 -> VÁLIDO
CÓDIGO: EMP-RHH-2480 -> VÁLIDO
CÓDIGO: FAC-E-636895 -> VÁLIDO
CÓDIGO: FAC-B-426254 -> VÁLIDO
CÓDIGO: EMP-VEN-7551 -> VÁLIDO
CÓDIGO: FAC-C-089496 -> VÁLIDO
CÓDIGO: FAC-C-360168 -> VÁLIDO
CÓDIGO: DEP-8645-FR -> VÁLIDO
CÓDIGO: SHP-2028-06-09-446826 -> VÁLIDO
CÓDIGO: ROB-7845-MX -> VÁLIDO
CÓDIGO: ENV-2027-09-11-817318 -> VÁLIDO
CÓDIGO: ENV-2022-13-25-278265 -> VÁLIDO
CÓDIGO: FAC-A-840348 -> VÁLIDO
CÓDIGO: INV-B-555988 -> VÁLIDO
CÓDIGO: ENV-2024-10-05-759107 -> VÁLIDO
CÓDIGO: ENV-2023-09-15-986149 -> VÁLIDO
CÓDIGO: ENV-2022-02-18-745273 -> VÁLIDO
CÓDIGO: AUT-269-AR -> VÁLIDO
CÓDIGO: MED-5135-FR -> VÁLIDO
CÓDIGO: EMP-RHH-1301 -> VÁLIDO
CÓDIGO: FAC-E-4589523 -> VÁLIDO
CÓDIGO: ENV-2019-04-11-624454 -> VÁLIDO
CÓDIGO: INV-E-865290 -> VÁLIDO
CÓDIGO: DEP-0535-US -> VÁLIDO
CÓDIGO: ENV-2030-01-03-643432 -> VÁLIDO
CÓDIGO: EMP-RHH-4772 -> VÁLIDO
CÓDIGO: ENV-2023-05-21-553215 -> VÁLIDO
CÓDIGO: FAC-E-278075 -> VÁLIDO
CÓDIGO: ALIT-8014-MX -> VÁLIDO
CÓDIGO: EMP-VEN-9183 -> VÁLIDO
CÓDIGO: FAC-A-608724 -> VÁLIDO
CÓDIGO: FAC-B-998687 -> VÁLIDO
CÓDIGO: EMP-VEN-2850 -> VÁLIDO
CÓDIGO: EMP-TEC-2534 -> VÁLIDO
CÓDIGO: ENV-2027-10-09-066157 -> VÁLIDO
CÓDIGO: FAC-B-3074334 -> VÁLIDO
CÓDIGO: TECK-3503-CA -> VÁLIDO
CÓDIGO: FAC-D-963752 -> VÁLIDO
CÓDIGO: FAC-C-470211 -> VÁLIDO
CÓDIGO: ROB-2049-MX -> VÁLIDO
CÓDIGO: FAC-d-317782 -> VÁLIDO
CÓDIGO: HOG-9889-MX -> VÁLIDO
CÓDIGO: FAC-G-847562 -> VÁLIDO
CÓDIGO: ENV-2029-07-19-322363 -> VÁLIDO
CÓDIGO: ROB-1861-CA -> VÁLIDO
CÓDIGO: ENV-2024-03-37-537845 -> VÁLIDO
CÓDIGO: ENV-2029-11-26-641097 -> VÁLIDO
CÓDIGO: ENV-2028-07-07-192983 -> VÁLIDO
CÓDIGO: ALI-6074-O -> VÁLIDO
CÓDIGO: DEP-2119-AR -> VÁLIDO
CÓDIGO: ENV-2014-08-04-793763 -> VÁLIDO
CÓDIGO: FAC-D-999930 -> VÁLIDO
CÓDIGO: EMP-ZZZ-8817 -> VÁLIDO
CÓDIGO: EMP-LOG-8870 -> VÁLIDO
CÓDIGO: EMP-VEN-2616 -> VÁLIDO
CÓDIGO: ENV-2022-04-18-783726 -> VÁLIDO
CÓDIGO: ENV-2022-05-22-154624 -> VÁLIDO
CÓDIGO: DEP-7570-FR -> VÁLIDO
CÓDIGO: FAC-D-620168 -> VÁLIDO
CÓDIGO: EMP-ABC-4511 -> VÁLIDO
CÓDIGO: EMP-LOG-0043 -> VÁLIDO
CÓDIGO: EMP-LOG-5406 -> VÁLIDO
CÓDIGO: FAC-D-360943 -> VÁLIDO
CÓDIGO: FAC-C-956099 -> VÁLIDO
CÓDIGO: ROB-3826-US -> VÁLIDO
CÓDIGO: ENV-2029-05-28-098764 -> VÁLIDO
CÓDIGO: DEP-580-CA -> VÁLIDO
CÓDIGO: ENV-2029-08-27-003114 -> VÁLIDO
CÓDIGO: HOG-5267-MX -> VÁLIDO
CÓDIGO: FAC-C-321871 -> VÁLIDO
CÓDIGO: ENV-2021-10-24-717927 -> VÁLIDO
CÓDIGO: EMP-LOG-7497 -> VÁLIDO
CÓDIGO: ENV-2020-02-06-482338 -> VÁLIDO
CÓDIGO: ENV-2030-05-34-871102 -> VÁLIDO
CÓDIGO: SHP-2026-08-01-484767 -> VÁLIDO
CÓDIGO: ROB-7179-MX -> VÁLIDO
CÓDIGO: AUTR-4647-ES -> VÁLIDO
CÓDIGO: ENV-2028-08-28-564000 -> VÁLIDO
CÓDIGO: SHP-2023-11-04-730937 -> VÁLIDO
CÓDIGO: ENV-2028-08-20-136551 -> VÁLIDO
CÓDIGO: FAC-c-464920 -> VÁLIDO
CÓDIGO: EMP-TEC-5263 -> VÁLIDO
CÓDIGO: DEP-0003-BR -> VÁLIDO
CÓDIGO: EMP-FIN-5315 -> VÁLIDO
CÓDIGO: FAC-H-461948 -> VÁLIDO
CÓDIGO: EMP-ven-7478 -> VÁLIDO
CÓDIGO: AUT-3911-AR -> VÁLIDO
CÓDIGO: ENV-2029-04-35-294488 -> VÁLIDO
CÓDIGO: EMP-VEN-8072 -> VÁLIDO
CÓDIGO: DEP-1870-US -> VÁLIDO
CÓDIGO: TEC-0189-BRZ -> VÁLIDO
CÓDIGO: EMP-TEC-3323 -> VÁLIDO
CÓDIGO: ENV-2011-08-17-434769 -> VÁLIDO
CÓDIGO: FAC-A-005088 -> VÁLIDO
CÓDIGO: ALI-79638-CA -> VÁLIDO
CÓDIGO: FAC-C-973861 -> VÁLIDO
CÓDIGO: EMP-LOG-2813 -> VÁLIDO
CÓDIGO: EMP-RHH-1746 -> VÁLIDO
CÓDIGO: EMP-rhh-2156 -> VÁLIDO
CÓDIGO: EMP-VEN-5331 -> VÁLIDO
CÓDIGO: FAC-E-118586 -> VÁLIDO
CÓDIGO: EMP-ADM-436 -> VÁLIDO
CÓDIGO: ENV-2029-09-10-222481 -> VÁLIDO
CÓDIGO: EMP-VEN-564 -> VÁLIDO
CÓDIGO: ALI-6819-CA -> VÁLIDO
CÓDIGO: ENV-2021-06-09-016115 -> VÁLIDO
CÓDIGO: ROB-6949-AR -> VÁLIDO
CÓDIGO: FAC-a-852318 -> VÁLIDO
CÓDIGO: MED-7217-CA -> VÁLIDO
CÓDIGO: EMP-LOG-1065 -> VÁLIDO
CÓDIGO: DEPU-8945-ES -> VÁLIDO
CÓDIGO: med-8804-CO -> VÁLIDO
CÓDIGO: ROB-0100-CA -> VÁLIDO
CÓDIGO: ALI-1813-CA -> VÁLIDO
CÓDIGO: ALI-5730-E -> VÁLIDO
CÓDIGO: FAC-A-083366 -> VÁLIDO
CÓDIGO: ELE-8998-CA -> VÁLIDO
CÓDIGO: EMP-ADM-9174 -> VÁLIDO
CÓDIGO: EMP-LOG-9278 -> VÁLIDO
CÓDIGO: EMP-ADM-3314 -> VÁLIDO
CÓDIGO: INV-D-407825 -> VÁLIDO
CÓDIGO: TEC-6901-ARJ -> VÁLIDO
CÓDIGO: ENV-2022-01-25-097359 -> VÁLIDO
CÓDIGO: EMP-TEC-0250 -> VÁLIDO
CÓDIGO: FAC-c-671767 -> VÁLIDO
CÓDIGO: ENV-2020-17-07-039258 -> VÁLIDO
CÓDIGO: MED-8351-ES -> VÁLIDO
CÓDIGO: EMP-LOG-4334 -> VÁLIDO
CÓDIGO: FAC-C-386970 -> VÁLIDO
CÓDIGO: MED-6998-CO -> VÁLIDO
CÓDIGO: FAC-B-513326 -> VÁLIDO
CÓDIGO: FAC-A-515787 -> VÁLIDO
CÓDIGO: EMP-VEN-8981 -> VÁLIDO
CÓDIGO: EMP-LOG-6815 -> VÁLIDO
CÓDIGO: ROB-7826-MXH -> VÁLIDO
CÓDIGO: ENV-2021-11-20-387740 -> VÁLIDO
CÓDIGO: DEP-7995-CO -> VÁLIDO
CÓDIGO: ENV-2023-02-05-246096 -> VÁLIDO
CÓDIGO: ALI-0952-MX -> VÁLIDO
CÓDIGO: HOG-3536-MX -> VÁLIDO
CÓDIGO: EMP-VEN-1523 -> VÁLIDO
CÓDIGO: DEP-15500-CO -> VÁLIDO
CÓDIGO: EMP-RHH-0161 -> VÁLIDO
CÓDIGO: FAC-D-543356 -> VÁLIDO
CÓDIGO: FAC-C-904496 -> VÁLIDO
CÓDIGO: ENV-2030-07-21-483864 -> VÁLIDO
CÓDIGO: EMP-FIN-1130 -> VÁLIDO
CÓDIGO: HOG-2922-FR -> VÁLIDO
CÓDIGO: EMP-LOG-2221 -> VÁLIDO
CÓDIGO: ROB-0692-CO -> VÁLIDO
CÓDIGO: DEP-996-ES -> VÁLIDO
CÓDIGO: EMP-VEN-6835 -> VÁLIDO
CÓDIGO: FAC-F-815097 -> VÁLIDO
CÓDIGO: ENV-2023-13-16-965111 -> VÁLIDO
CÓDIGO: ENV-2021-02-17-711704 -> VÁLIDO
CÓDIGO: INV-D-071350 -> VÁLIDO
CÓDIGO: FAC-B-23873 -> VÁLIDO
CÓDIGO: HOG-1200-US -> VÁLIDO
CÓDIGO: EMP-VEN-535 -> VÁLIDO
CÓDIGO: ENV-2023-01-22-743365 -> VÁLIDO
CÓDIGO: EMP-ADM-2993 -> VÁLIDO
CÓDIGO: DEP-5493-CAT -> VÁLIDO
CÓDIGO: ALI-2636-H -> VÁLIDO
CÓDIGO: FAC-c-581348 -> VÁLIDO
CÓDIGO: EMP-RHH-3454 -> VÁLIDO
CÓDIGO: EMP-TEC-3770 -> VÁLIDO
CÓDIGO: FAC-D-784520 -> VÁLIDO
CÓDIGO: ENV-2011-02-26-710498 -> VÁLIDO
CÓDIGO: FAC-C-917248 -> VÁLIDO
CÓDIGO: ALI-0280-US -> VÁLIDO
CÓDIGO: FAC-E-086638 -> VÁLIDO
CÓDIGO: ENV-2030-05-10-184340 -> VÁLIDO
CÓDIGO: FAC-B-846926 -> VÁLIDO
CÓDIGO: EMP-LOG-2338 -> VÁLIDO
CÓDIGO: EMP-LOG-454 -> VÁLIDO
CÓDIGO: EMP-RHH-7489 -> VÁLIDO
CÓDIGO: HOG-8107-BR -> VÁLIDO
CÓDIGO: ENV-2021-10-11-538412 -> VÁLIDO
CÓDIGO: ENV-2022-05-06-871100 -> VÁLIDO
CÓDIGO: EMP-ADM-6609 -> VÁLIDO
CÓDIGO: ENV-2030-07-10-172956 -> VÁLIDO
CÓDIGO: AUT-7448-CA -> VÁLIDO
CÓDIGO: FAC-H-844404 -> VÁLIDO
CÓDIGO: ELE-7567-BR -> VÁLIDO
CÓDIGO: ENV-2029-10-19-191572 -> VÁLIDO
CÓDIGO: ALI-3283-BR -> VÁLIDO
CÓDIGO: FAC-D-473455 -> VÁLIDO
CÓDIGO: EMP-LOG-7515 -> VÁLIDO
CÓDIGO: FAC-A-307486 -> VÁLIDO
CÓDIGO: ELE-7790-CA -> VÁLIDO
CÓDIGO: FAC-B-053049 -> VÁLIDO
CÓDIGO: ENV-2023-05-09-351838 -> VÁLIDO
CÓDIGO: HOG-0134-MX -> VÁLIDO
CÓDIGO: MED-2194-I -> VÁLIDO
CÓDIGO: FAC-A-458691 -> VÁLIDO
CÓDIGO: EMP-TEC-1567 -> VÁLIDO
CÓDIGO: ENV-2030-10-10-766959 -> VÁLIDO
CÓDIGO: EMP-ABC-1632 -> VÁLIDO
CÓDIGO: ENV-2023-01-07-863096 -> VÁLIDO
CÓDIGO: EMP-XXX-2156 -> VÁLIDO
CÓDIGO: EMP-ADM-0925 -> VÁLIDO
CÓDIGO: FAC-A-778428 -> VÁLIDO
CÓDIGO: EMP-ADM-3905 -> VÁLIDO
CÓDIGO: EMP-VEN-1536 -> VÁLIDO
CÓDIGO: ENV-2020-09-14-253415 -> VÁLIDO
CÓDIGO: EMP-LOG-90469 -> VÁLIDO
CÓDIGO: FAC-A-11244 -> VÁLIDO
CÓDIGO: EMP-LOG-6813 -> VÁLIDO
CÓDIGO: ENV-2024-11-05-444604 -> VÁLIDO
CÓDIGO: EMP-ADM-4705 -> VÁLIDO
CÓDIGO: EMP-VEN-4108 -> VÁLIDO
CÓDIGO: ENV-2029-03-15-240558 -> VÁLIDO
CÓDIGO: FAC-E-163339 -> VÁLIDO
CÓDIGO: FAC-E-702047 -> VÁLIDO
CÓDIGO: TEC-5112-CA -> VÁLIDO
CÓDIGO: FAC-B-951047 -> VÁLIDO
CÓDIGO: FAC-c-243101 -> VÁLIDO
CÓDIGO: HOG-6841-FR -> VÁLIDO
CÓDIGO: EMP-LOG-1292 -> VÁLIDO
CÓDIGO: AUT-78349-ES -> VÁLIDO
CÓDIGO: HOG-8043-MX -> VÁLIDO
CÓDIGO: ENV-2022-05-07-093860 -> VÁLIDO
CÓDIGO: MED-4194-US -> VÁLIDO
CÓDIGO: EMP-TEC-0987 -> VÁLIDO
CÓDIGO: ELE-5676-CO -> VÁLIDO
CÓDIGO: ENV-2025-12-19-553249 -> VÁLIDO
CÓDIGO: FAC-A-884197 -> VÁLIDO
CÓDIGO: ELE-8377-ARF -> VÁLIDO
CÓDIGO: EMP-MKT-7365 -> VÁLIDO
CÓDIGO: HOG-4521-CA -> VÁLIDO
CÓDIGO: FAC-C-896739 -> VÁLIDO
CÓDIGO: ENV-2025-07-07-219278 -> VÁLIDO
CÓDIGO: EMP-ZZZ-4340 -> VÁLIDO
CÓDIGO: EMP-TEC-5003 -> VÁLIDO
CÓDIGO: FAC-E-230889 -> VÁLIDO
CÓDIGO: AUT-1106-CA -> VÁLIDO
CÓDIGO: ENV-2029-04-09-101263 -> VÁLIDO
CÓDIGO: EMP-TEC-4963 -> VÁLIDO
CÓDIGO: EMP-LOG-9205 -> VÁLIDO
CÓDIGO: DEP-3997-MX -> VÁLIDO
CÓDIGO: EMP-VEN-2066 -> VÁLIDO
CÓDIGO: MED-8864-R -> VÁLIDO
CÓDIGO: INV-C-882924 -> VÁLIDO
CÓDIGO: EMP-VEN-3051 -> VÁLIDO
CÓDIGO: med-6366-US -> VÁLIDO
CÓDIGO: ENV-2023-14-07-758940 -> VÁLIDO
CÓDIGO: FAC-E-954583 -> VÁLIDO
CÓDIGO: ENV-2029-05-17-260920 -> VÁLIDO
CÓDIGO: ENV-2030-02-08-206294 -> VÁLIDO
CÓDIGO: FAC-C-5513655 -> VÁLIDO
CÓDIGO: FAC-C-968428 -> VÁLIDO
CÓDIGO: ALI-7235-ES -> VÁLIDO
CÓDIGO: EMP-RHH-7098 -> VÁLIDO
CÓDIGO: ROB-68182-US -> VÁLIDO
CÓDIGO: MED-2375-CO -> VÁLIDO
CÓDIGO: EMP-ADM-3349 -> VÁLIDO
CÓDIGO: EMP-ADM-0900 -> VÁLIDO
CÓDIGO: EMP-ADM-9402 -> VÁLIDO
CÓDIGO: FAC-A-473544 -> VÁLIDO
CÓDIGO: FAC-C-750463 -> VÁLIDO
CÓDIGO: ROB-3101-US -> VÁLIDO
CÓDIGO: ENV-2028-12-04-475161 -> VÁLIDO
CÓDIGO: EMP-VEN-41725 -> VÁLIDO
CÓDIGO: EMP-TEC-6108 -> VÁLIDO
CÓDIGO: EMP-ZZZ-1875 -> VÁLIDO
CÓDIGO: ele-0453-CA -> VÁLIDO
CÓDIGO: ENV-2030-12-01-489715 -> VÁLIDO
CÓDIGO: FAC-C-323689 -> VÁLIDO
CÓDIGO: FAC-B-568733 -> VÁLIDO
CÓDIGO: ENV-2010-03-16-173028 -> VÁLIDO
CÓDIGO: FAC-B-022422 -> VÁLIDO
CÓDIGO: SHP-2029-03-04-072412 -> VÁLIDO
CÓDIGO: EMP-TEC-4083 -> VÁLIDO
CÓDIGO: ENV-2030-01-21-30016 -> VÁLIDO
CÓDIGO: EMP-VEN-5341 -> VÁLIDO
CÓDIGO: ENV-2014-10-24-513001 -> VÁLIDO
CÓDIGO: ENV-2017-02-25-221405 -> VÁLIDO
CÓDIGO: ENV-2020-03-39-352453 -> VÁLIDO
CÓDIGO: EMP-XXX-1836 -> VÁLIDO
CÓDIGO: EMP-VEN-3917 -> VÁLIDO
CÓDIGO: FAC-B-8106261 -> VÁLIDO
CÓDIGO: EMP-TEC-7946 -> VÁLIDO
CÓDIGO: EMP-LOG-5364 -> VÁLIDO
CÓDIGO: EMP-tec-3418 -> VÁLIDO
CÓDIGO: FAC-A-978338 -> VÁLIDO
CÓDIGO: FAC-d-332536 -> VÁLIDO
CÓDIGO: EMP-RHH-5660 -> VÁLIDO
CÓDIGO: FAC-B-4249588 -> VÁLIDO
CÓDIGO: ENV-2020-11-24-878571 -> VÁLIDO
CÓDIGO: DEP-3128-FR -> VÁLIDO
CÓDIGO: AUT-3107-CO -> VÁLIDO
CÓDIGO: EMP-LOG-1057 -> VÁLIDO
CÓDIGO: EMP-LOG-9065 -> VÁLIDO
CÓDIGO: HOG-3481-MX -> VÁLIDO
CÓDIGO: FAC-D-010748 -> VÁLIDO
CÓDIGO: EMP-TEC-4778 -> VÁLIDO
CÓDIGO: ENV-2021-01-17-219145 -> VÁLIDO
CÓDIGO: EMP-LOG-0877 -> VÁLIDO
CÓDIGO: EMP-TEC-9540 -> VÁLIDO
CÓDIGO: EMP-RHH-6988 -> VÁLIDO
CÓDIGO: FAC-C-700185 -> VÁLIDO
CÓDIGO: FAC-E-44092 -> VÁLIDO
CÓDIGO: HOG-5961-CO -> VÁLIDO
CÓDIGO: FAC-C-234167 -> VÁLIDO
CÓDIGO: FAC-A-852340 -> VÁLIDO
CÓDIGO: SHP-2020-03-04-894958 -> VÁLIDO
CÓDIGO: EMP-TEC-35362 -> VÁLIDO
CÓDIGO: ENV-2023-14-06-060192 -> VÁLIDO
CÓDIGO: ROB-3208-CO -> VÁLIDO
CÓDIGO: ENV-2020-12-09-256861 -> VÁLIDO
CÓDIGO: FAC-A-065623 -> VÁLIDO
CÓDIGO: dep-2252-CO -> VÁLIDO
CÓDIGO: FAC-D-290666 -> VÁLIDO
CÓDIGO: ENV-2024-15-20-331180 -> VÁLIDO
CÓDIGO: ENV-2023-03-26-418115 -> VÁLIDO
CÓDIGO: FAC-A-738705 -> VÁLIDO
CÓDIGO: EMP-VEN-3439 -> VÁLIDO
CÓDIGO: FAC-E-571777 -> VÁLIDO
CÓDIGO: FAC-A-88092 -> VÁLIDO
CÓDIGO: FAC-F-980408 -> VÁLIDO
CÓDIGO: HOG-61317-MX -> VÁLIDO
CÓDIGO: EMP-LOG-8779 -> VÁLIDO
CÓDIGO: FAC-E-82912 -> VÁLIDO
CÓDIGO: ENV-2021-04-27-410930 -> VÁLIDO
CÓDIGO: ALI-3454-AR -> VÁLIDO
CÓDIGO: FAC-C-367309 -> VÁLIDO
CÓDIGO: FAC-A-710331 -> VÁLIDO
CÓDIGO: FAC-D-703696 -> VÁLIDO
CÓDIGO: ENV-2029-03-25-523673 -> VÁLIDO
CÓDIGO: FAC-G-505872 -> VÁLIDO
CÓDIGO: FAC-E-518734 -> VÁLIDO
CÓDIGO: EMP-LOG-8406 -> VÁLIDO
CÓDIGO: ENV-2038-06-08-821893 -> VÁLIDO
CÓDIGO: EMP-LOG-3928 -> VÁLIDO
CÓDIGO: EMP-ADM-8798 -> VÁLIDO
CÓDIGO: EMP-RHH-21437 -> VÁLIDO
CÓDIGO: EMP-TEC-3326 -> VÁLIDO
CÓDIGO: ENV-2016-08-28-265413 -> VÁLIDO
CÓDIGO: EMP-LOG-6428 -> VÁLIDO
CÓDIGO: MED-1988-MX -> VÁLIDO
CÓDIGO: EMP-LOG-8142 -> VÁLIDO
CÓDIGO: EMP-LOG-7751 -> VÁLIDO
CÓDIGO: EMP-ADM-616 -> VÁLIDO
CÓDIGO: aut-9772-US -> VÁLIDO
CÓDIGO: DEP-0434-R -> VÁLIDO
CÓDIGO: FAC-C-006621 -> VÁLIDO
CÓDIGO: EMP-ADM-157 -> VÁLIDO
CÓDIGO: EMP-TEC-3744 -> VÁLIDO
CÓDIGO: EMP-ADM-9163 -> VÁLIDO
CÓDIGO: INV-D-666021 -> VÁLIDO
CÓDIGO: EMP-VEN-4946 -> VÁLIDO
CÓDIGO: ROB-6341-CO -> VÁLIDO
CÓDIGO: ENV-2022-08-07-841176 -> VÁLIDO
CÓDIGO: ENV-2022-10-27-801133 -> VÁLIDO
CÓDIGO: FAC-D-854982 -> VÁLIDO
CÓDIGO: EMP-LOG-6201 -> VÁLIDO
CÓDIGO: FAC-E-7851863 -> VÁLIDO
CÓDIGO: ENV-2025-02-02-792628 -> VÁLIDO
CÓDIGO: FAC-B-110610 -> VÁLIDO
CÓDIGO: MED-4323-MX -> VÁLIDO
CÓDIGO: ENV-2015-05-27-116121 -> VÁLIDO
CÓDIGO: FAC-D-923979 -> VÁLIDO
CÓDIGO: FAC-E-581701 -> VÁLIDO
CÓDIGO: FAC-C-673640 -> VÁLIDO
CÓDIGO: ENV-2020-15-12-725537 -> VÁLIDO
CÓDIGO: DEPZ-2981-US -> VÁLIDO
CÓDIGO: EMP-TEC-0455 -> VÁLIDO
CÓDIGO: DEP-2678-FR -> VÁLIDO
CÓDIGO: EMP-TEC-4763 -> VÁLIDO
CÓDIGO: SHP-2030-07-10-361925 -> VÁLIDO
CÓDIGO: FAC-C-8423740 -> VÁLIDO
CÓDIGO: FAC-B-335730 -> VÁLIDO
CÓDIGO: EMP-ADM-66241 -> VÁLIDO
CÓDIGO: AUT-4647-BR -> VÁLIDO
CÓDIGO: TEC-9963-MX -> VÁLIDO
CÓDIGO: ENV-2020-03-15-088783 -> VÁLIDO
CÓDIGO: EMP-ADM-5279 -> VÁLIDO
CÓDIGO: EMP-LOG-9995 -> VÁLIDO
CÓDIGO: HOG-8946-US -> VÁLIDO
